송파구,202109,2640,4864,송파사거리,37.50205612,127.1105499
송파구,202109,2639,2611,송파지역자활센터 뒤,37.53633118,127.1161804
도봉구,202109,2637,1737,하나은행 (창동점),37.63970184,127.0388336
마포구,202109,2624,153,성산2교 사거리,37.56469727,126.9126129
양천구,202109,2622,726,목동3단지 시내버스정류장,37.5343895,126.8695984
광진구,202109,2613,3504,원일교회,37.53805161,127.0765991
은평구,202109,2612,912,응암오거리,37.58966064,126.9169464
양천구,202109,2609,788,양천구청역 2번출구 옆,37.51237869,126.8655548
송파구,202109,2608,1297,석촌호수교차로(동호 팔각정 앞),37.50920105,127.1041184
동대문구,202109,2600,630,동대문구 보건소,37.57485199,127.0403061
중구,202109,2598,4768,서울도시건축전시관,37.5670166,126.9768372
영등포구,202109,2596,4564,63스퀘어,37.52070999,126.9396591
양천구,202109,2595,795,양천 해누리타운,37.51584244,126.8641129
양천구,202109,2594,771,목동아파트 703동 앞,37.52820587,126.870163
영등포구,202109,2593,232,양평우림 이비즈센타 앞,37.52565002,126.8878174
도봉구,202109,2593,4065,창동역 1번출구 앞,37.66927338,127.0324326
송파구,202109,2591,2608,송파구청,37.51435852,127.1061935
광진구,202109,2591,3536,중앙농협(자양동),37.53181076,127.0807419
용산구,202109,2588,841,신용산역 1번 출구,37.52960968,126.9688721
영등포구,202109,2585,222,시범아파트버스정류장 옆,37.51943588,126.9375992
성동구,202109,2585,3552,서울숲 공영주차장앞,37.54195786,127.0427704
성북구,202109,2583,1380,월곡역 5번출구 앞,37.60108566,127.0412369
강서구,202109,2567,3772,길성그랑프리텔아파트,37.5692482,126.8165054
강서구,202109,2565,1115,등촌역 1번출구옆,37.55166626,126.86409
송파구,202109,2565,2637,잠실월드 메르디앙,37.51146317,127.0788117
노원구,202109,2565,2915,서울과학기술대학교(어학교육원),37.63489914,127.0776749
광진구,202109,2556,593,자양중앙나들목,37.52858734,127.0778732
강남구,202109,2555,2306,압구정역 2번 출구 옆,37.5271225,127.028717
강서구,202109,2554,1150,송정역 1번출구,37.56153107,126.8106995
송파구,202109,2549,1203,밀리아나2빌딩 앞,37.49372864,127.1206207
중랑구,202109,2549,1448,코스트코 상봉점,37.59732056,127.089798
관악구,202109,2548,2135,신림역 5번출구,37.48440933,126.9289093
강서구,202109,2541,3794,안양천합수부(현대3차아파트),37.55224609,126.8764877
동대문구,202109,2540,659,제기역1번출구,37.57835007,127.0333862
영등포구,202109,2535,209,유진투자증권빌딩 앞,37.52461243,126.9278336
강동구,202109,2534,3680,강동역3번출구,37.53676987,127.1395493
종로구,202109,2529,3410,종로3가역 8번출구,37.5724678,126.99189
용산구,202109,2525,837,한남나들목 입구,37.52906036,127.0067291
서초구,202109,2517,2265,이수고가차도 남단,37.49474335,126.9830627
